,Tweet index,Label,Tweet text,split,premise,hyp,label
2731,2735,0,"> @CleartalkingCom Cell Phone Accessories: Accessory Kits, Audio Adapters, Batteries, Bluetooth Speakers, http://t.co/lXhKh21D7W",train,"Torunn tweeted: '> @CleartalkingCom Cell Phone Accessories: Accessory Kits, Audio Adapters, Batteries, Bluetooth Speakers, http://t.co/lXhKh21D7W'",Torunn was ironic,False
2732,2736,0,@SamanthaaaBabby then I completely suck as a sub! Haha!  going!!,train,Zion tweeted: '@SamanthaaaBabby then I completely suck as a sub! Haha!  going!!',Zion was ironic,False
2733,2737,1,Weather bomb. Weather. Bomb. ||I applaud the media's innovation in helping to sensationalise the usual autumn climate ,train,Dominic tweeted: 'Weather bomb. Weather. Bomb. ||I applaud the media's innovation in helping to sensationalise the usual autumn climate ',Dominic was ironic,True
2734,2738,1,This clinical psychology exam is gunna be the main cause of whatever mental disorder I develop ,train,Xzavier tweeted: 'This clinical psychology exam is gunna be the main cause of whatever mental disorder I develop ',Xzavier was ironic,True
2735,2739,0,HAPPY is how i can describe today! :white_smiling_face: :purple_heart:,train,Bode tweeted: 'HAPPY is how i can describe today! :white_smiling_face: :purple_heart:',Bode was ironic,False
2736,2740,0,@Missguided: Looking back on Saturday night like... http://t.co/YiZd4lXq3l @LouiseRosalia You about Thursday :face_with_tears_of_joy:,train,Kyla tweeted: '@Missguided: Looking back on Saturday night like... http://t.co/YiZd4lXq3l @LouiseRosalia You about Thursday :face_with_tears_of_joy:',Kyla was ironic,False
2737,2741,0,If I had to chose between living in Winnipeg or never seeing the Leafs win the cup. No cup it is. #TMLtalk #Leafs,train,Roddrick tweeted: 'If I had to chose between living in Winnipeg or never seeing the Leafs win the cup. No cup it is. #TMLtalk #Leafs',Roddrick was ironic,False
2738,2742,0,"Wrapping up CROTCHED MOUNTAIN commercial tonight, and packing everything up to head up to Loon Mountain Resort... http://t.co/g0IXxNJE6g",train,"Kendrick tweeted: 'Wrapping up CROTCHED MOUNTAIN commercial tonight, and packing everything up to head up to Loon Mountain Resort... http://t.co/g0IXxNJE6g'",Kendrick was ironic,False
2739,2743,0,You're still shit @jordancosco17c #cheater #pong,train,Jason tweeted: 'You're still shit @jordancosco17c #cheater #pong',Jason was ironic,False
2740,2744,0,@Ms_ForgetMeNot oh lordy! Eating out was the hardest or going to someone's place. Esp as I don't eat meat.*eye roll* what can we feed her?,train,Emiliana tweeted: '@Ms_ForgetMeNot oh lordy! Eating out was the hardest or going to someone's place. Esp as I don't eat meat.*eye roll* what can we feed her?',Emiliana was ironic,False
2741,2745,1,Fun at @JRfm #Basics4Babies Day @langleyevents on Sunday: Ask Travis Lulay to get his face painted like Tony The Tiger  #worthashot,train,Katrina tweeted: 'Fun at @JRfm #Basics4Babies Day @langleyevents on Sunday: Ask Travis Lulay to get his face painted like Tony The Tiger  #worthashot',Katrina was ironic,True
2742,2746,1,"@TFLN: (281): If I had feelings, you would have hurt them. ",train,"Adrian tweeted: '@TFLN: (281): If I had feelings, you would have hurt them. '",Adrian was ironic,True
2743,2747,1,"It's so exciting to see snapchats of everybody's Christmas dinner, wow. ",train,"Santiago tweeted: 'It's so exciting to see snapchats of everybody's Christmas dinner, wow. '",Santiago was ironic,True
2744,2748,1,Yaaaayyy Valentine's Day stuff is out already :two_hearts: ,train,Devan tweeted: 'Yaaaayyy Valentine's Day stuff is out already :two_hearts: ',Devan was ironic,True
2745,2749,0,Bae had an energy drink and wants to stay up... but I'm so sleeeeeepy. #love #sleep,train,Steven tweeted: 'Bae had an energy drink and wants to stay up... but I'm so sleeeeeepy. #love #sleep',Steven was ironic,False
2746,2750,1,"So Ally McCoist hands his notice in and gets a pay rise,he really has Rangers best interests at heart",train,"Ryan tweeted: 'So Ally McCoist hands his notice in and gets a pay rise,he really has Rangers best interests at heart'",Ryan was ironic,True
2747,2751,0,Imagine an imaginary menagerie manager managing an imaginary menagerie.,train,Knowledge tweeted: 'Imagine an imaginary menagerie manager managing an imaginary menagerie.',Knowledge was ironic,False
2748,2752,0,I just swallowed my giant lozenge. Now my throat actually hurts. I'm glad I have Twitter to share my despair. #sick,train,Jacob tweeted: 'I just swallowed my giant lozenge. Now my throat actually hurts. I'm glad I have Twitter to share my despair. #sick',Jacob was ironic,False
2749,2753,0,http://t.co/Y3Dn0FIlw5 #WOW #CRAZYkids http://t.co/7TfL9AteCu can fix this. #OutofControlKids #DrPhi... http://t.co/3DaLk6wpzk,train,Noah tweeted: 'http://t.co/Y3Dn0FIlw5 #WOW #CRAZYkids http://t.co/7TfL9AteCu can fix this. #OutofControlKids #DrPhi... http://t.co/3DaLk6wpzk',Noah was ironic,False
2750,2754,0,Some #tblightning action along the boards at @amaliearena in #Tampa #fuji #x30 #boltssocial #bethethunder http://t.co/eX5dRuepkM,train,Giovanni tweeted: 'Some #tblightning action along the boards at @amaliearena in #Tampa #fuji #x30 #boltssocial #bethethunder http://t.co/eX5dRuepkM',Giovanni was ironic,False
2751,2755,0,"I cut my dominant tweeting finger on the milo tin. But as you can see, I'm a survivor.",train,"Mikaela tweeted: 'I cut my dominant tweeting finger on the milo tin. But as you can see, I'm a survivor.'",Mikaela was ironic,False
2752,2756,1,Well here comes another 6+ page paper. #ilovecollege ,train,Steven tweeted: 'Well here comes another 6+ page paper. #ilovecollege ',Steven was ironic,True
2753,2757,0,Gotta baps that hoe thou,train,Jaden tweeted: 'Gotta baps that hoe thou',Jaden was ironic,False
2754,2758,1,Currently writing about how I plan to stop procrastinating after leaving the paper untouched all day ,train,Alec tweeted: 'Currently writing about how I plan to stop procrastinating after leaving the paper untouched all day ',Alec was ironic,True
2755,2759,1,Security Engineers are not Security Guards. :| #Hackers  #security,train,Abhay tweeted: 'Security Engineers are not Security Guards. :| #Hackers  #security',Abhay was ironic,True
2756,2760,1,Everyone competing against each other for privatized goods is way better than working together as a whole to advance humanity. ,train,Exzavier tweeted: 'Everyone competing against each other for privatized goods is way better than working together as a whole to advance humanity. ',Exzavier was ironic,True
2757,2761,0,"@VeIvetRose @PG1888  of course, Not!",train,"Conner tweeted: '@VeIvetRose @PG1888  of course, Not!'",Conner was ironic,False
2758,2762,1,http://t.co/N1eVKeTMZ0 celebs takes drastic measures to look good...  #whoops #CelebrityLeakedPhotos http://t.co/5vGRHXrSa3,train,Tamara tweeted: 'http://t.co/N1eVKeTMZ0 celebs takes drastic measures to look good...  #whoops #CelebrityLeakedPhotos http://t.co/5vGRHXrSa3',Tamara was ironic,True
2759,2763,0,About to take a long ass drive with music blasting :person_raising_both_hands_in_celebration:,train,Joshua tweeted: 'About to take a long ass drive with music blasting :person_raising_both_hands_in_celebration:',Joshua was ironic,False
2760,2764,1,Absolutely love being harassed by a group of twatty adolescents on a late night shop ,train,Joel tweeted: 'Absolutely love being harassed by a group of twatty adolescents on a late night shop ',Joel was ironic,True
2761,2765,1,These Student Athletes Really Picked The Wrong Class To Cheat In http://t.co/JWeNktzy7M via @MTVNews ,train,Jennabelle tweeted: 'These Student Athletes Really Picked The Wrong Class To Cheat In http://t.co/JWeNktzy7M via @MTVNews ',Jennabelle was ironic,True
2762,2766,0,@SR_Duncan @destroy_robots Chortle. Would he have liked Palmer?,train,Giselle tweeted: '@SR_Duncan @destroy_robots Chortle. Would he have liked Palmer?',Giselle was ironic,False
2763,2767,1,"It's a good thing Obama opened up Cuba in his first term, and didn't wait until all his elections were over.|#cuba ",train,"Jerimiah tweeted: 'It's a good thing Obama opened up Cuba in his first term, and didn't wait until all his elections were over.|#cuba '",Jerimiah was ironic,True
2764,2768,1,"http://t.co/QdYdOaQ48B Because, progress... #AnEyeForAnEye , #PeshawarAttack #Taliban... Surely this will bring peace and justice? ",train,"Oscar tweeted: 'http://t.co/QdYdOaQ48B Because, progress... #AnEyeForAnEye , #PeshawarAttack #Taliban... Surely this will bring peace and justice? '",Oscar was ironic,True
2765,2769,0,Xmas on the blog feat @intimissimiofficial and @calzedonia * Read our story and share the LOVE :heavy_black_heart:️ Click the link... http://t.co/flWpJ1pohN,train,Josie tweeted: 'Xmas on the blog feat @intimissimiofficial and @calzedonia * Read our story and share the LOVE :heavy_black_heart:️ Click the link... http://t.co/flWpJ1pohN',Josie was ironic,False
2766,2770,1,@tomstrock39: Pick it up one more time for the homie in the back that's stickin right with us thanks for answering my DM #realmvp ,train,Thomas tweeted: '@tomstrock39: Pick it up one more time for the homie in the back that's stickin right with us thanks for answering my DM #realmvp ',Thomas was ironic,True
2767,2771,1,"@ChloeLaylaa the hostel is fine actually but I've probs caught like 1000 germs walking around London, thanks for wishing me better ",train,"Braydon tweeted: '@ChloeLaylaa the hostel is fine actually but I've probs caught like 1000 germs walking around London, thanks for wishing me better '",Braydon was ironic,True
2768,2772,0,"Spider Web Lace Chemise|With lined underwire cups, strappy open back, and adjustable straps and... http://t.co/Hyz4c04qCE",train,"Elijah tweeted: 'Spider Web Lace Chemise|With lined underwire cups, strappy open back, and adjustable straps and... http://t.co/Hyz4c04qCE'",Elijah was ironic,False
2769,2773,1,"@Ron_Peterson to tell you the truth, that may have been the smartest thing you've ever tweeted.  #ireallythinkyouareafuckingidiot",train,"Kevin tweeted: '@Ron_Peterson to tell you the truth, that may have been the smartest thing you've ever tweeted.  #ireallythinkyouareafuckingidiot'",Kevin was ironic,True
2770,2774,1,"@NussieT you realize you just tweeted out advice the other day on how not to spill your coffee, right?   #sloppy",train,"Bryson tweeted: '@NussieT you realize you just tweeted out advice the other day on how not to spill your coffee, right?   #sloppy'",Bryson was ironic,True
2771,2775,1,It's adorable how this keeps on happening ,train,Alexander tweeted: 'It's adorable how this keeps on happening ',Alexander was ironic,True
2772,2776,1,"@virginmedia Advertising an online special with an expiry countdown, yet you cant order anything or check your postcodes validity. ",train,"Sawyer tweeted: '@virginmedia Advertising an online special with an expiry countdown, yet you cant order anything or check your postcodes validity. '",Sawyer was ironic,True
2773,2777,1,The last time I'll get up at 6:30am I'll miss this ,train,Johnathan tweeted: 'The last time I'll get up at 6:30am I'll miss this ',Johnathan was ironic,True
2774,2778,1,It's so easy to focus on what's at hand when you have a million other thoughts running through your mind at the same time. ,train,Josue tweeted: 'It's so easy to focus on what's at hand when you have a million other thoughts running through your mind at the same time. ',Josue was ironic,True
2775,2779,1,"Wallahi speaking to an unbeliever is bid'a, let alone wishing him/her a happy celebration. ",train,"Gabriel tweeted: 'Wallahi speaking to an unbeliever is bid'a, let alone wishing him/her a happy celebration. '",Gabriel was ironic,True
2776,2780,0,@TrendsMumbai @AbsolutIndia @EVC_India And it starts :P |#GetEnchanted,train,Kiyanna tweeted: '@TrendsMumbai @AbsolutIndia @EVC_India And it starts :P |#GetEnchanted',Kiyanna was ironic,False
2777,2781,1,I feel so blessed to get ocular migraines. ,train,Josiah tweeted: 'I feel so blessed to get ocular migraines. ',Josiah was ironic,True
2778,2782,0,Yups sarcasm and wine!  #winelover  :smiling_face_with_smiling_eyes::information_desk_person: http://t.co/ZKJ58DKjtE,train,Talon tweeted: 'Yups sarcasm and wine!  #winelover  :smiling_face_with_smiling_eyes::information_desk_person: http://t.co/ZKJ58DKjtE',Talon was ironic,False
2779,2783,0,One more all nighter and the semester is done,train,Jimena tweeted: 'One more all nighter and the semester is done',Jimena was ironic,False
2780,2784,1,@peteswildlife Great. Does that mean he's also giving up hunting and killing wildlife in Europe? ,train,Maeve tweeted: '@peteswildlife Great. Does that mean he's also giving up hunting and killing wildlife in Europe? ',Maeve was ironic,True
2781,2785,0,@Parlett316 still out w/ back sprain?,train,Zaria tweeted: '@Parlett316 still out w/ back sprain?',Zaria was ironic,False
2782,2786,0,@ciara848 @clairepear24 @UberFacts but would you be willing to purchase from a vending machine?,train,Demetri tweeted: '@ciara848 @clairepear24 @UberFacts but would you be willing to purchase from a vending machine?',Demetri was ironic,False
2783,2787,1,"I've tweeted nearly 4,000 times and I'm not sure all 4,000 tweets really needed to be on the internet... Including this one ",train,"Isaac tweeted: 'I've tweeted nearly 4,000 times and I'm not sure all 4,000 tweets really needed to be on the internet... Including this one '",Isaac was ironic,True
2784,2788,0, #40 #Corner #Cute #Day #Expensive #diy #crafts|Please RT: http://t.co/6sNBFNIirz http://t.co/JhxnPzuvhD,train,Braxtyn tweeted: ' #40 #Corner #Cute #Day #Expensive #diy #crafts|Please RT: http://t.co/6sNBFNIirz http://t.co/JhxnPzuvhD',Braxtyn was ironic,False
2785,2789,0,Looking forward to mine and the boyfriends 2nd Christmas together!!:face_throwing_a_kiss::person_raising_both_hands_in_celebration::two_hearts:,train,Nehemiah tweeted: 'Looking forward to mine and the boyfriends 2nd Christmas together!!:face_throwing_a_kiss::person_raising_both_hands_in_celebration::two_hearts:',Nehemiah was ironic,False
2786,2790,1,I love when folks call Brady a system QB but are THE BIGGEST Peyton Manning fans. .,train,Maddox tweeted: 'I love when folks call Brady a system QB but are THE BIGGEST Peyton Manning fans. .',Maddox was ironic,True
2787,2791,0,"Looking for @Stratoscale practitioners... Anyone out there, or recommendations?",train,"Luke tweeted: 'Looking for @Stratoscale practitioners... Anyone out there, or recommendations?'",Luke was ironic,False
2788,2792,0,http://t.co/QLzEP7GbWJ #FLOOD OF #NOAH #HovindTheory #ICEAGE #Bible #Church #Christians #Jews #tcot #... http://t.co/VKqZgYGo2O,train,Adam tweeted: 'http://t.co/QLzEP7GbWJ #FLOOD OF #NOAH #HovindTheory #ICEAGE #Bible #Church #Christians #Jews #tcot #... http://t.co/VKqZgYGo2O',Adam was ironic,False
2789,2793,1,@TheWarRoom_Tom I am sure this has made your day. LoL ,train,Christian tweeted: '@TheWarRoom_Tom I am sure this has made your day. LoL ',Christian was ironic,True
2790,2794,1,Shit just keeps getting better and better!!! #ShouldOfStayedInBed,train,Darey tweeted: 'Shit just keeps getting better and better!!! #ShouldOfStayedInBed',Darey was ironic,True
2791,2795,1,102° fever. That's fun. ,train,Farrah tweeted: '102° fever. That's fun. ',Farrah was ironic,True
2792,2796,1,And the round ligament pain returns. Yay  #PregnancyProblems,train,Evan tweeted: 'And the round ligament pain returns. Yay  #PregnancyProblems',Evan was ironic,True
2793,2797,1,"@DailyMirror Great job on reporting on a mentally unstable man and calling him ""drug crazed"" ",train,"Ashlyn tweeted: '@DailyMirror Great job on reporting on a mentally unstable man and calling him ""drug crazed"" '",Ashlyn was ironic,True
2794,2798,1,@anthonyboutall - Russell Brand discussed today how much his London mansion is worth..and Marx was married to a baroness  #scum #weak,train,Nathan tweeted: '@anthonyboutall - Russell Brand discussed today how much his London mansion is worth..and Marx was married to a baroness  #scum #weak',Nathan was ironic,True
2795,2799,1,"@HoodCertified Hey, now. Her profile says ""I Heart Jesus"" so she can't be all bad.  @FOXDeportes @ErikaReidt",train,"Danyla tweeted: '@HoodCertified Hey, now. Her profile says ""I Heart Jesus"" so she can't be all bad.  @FOXDeportes @ErikaReidt'",Danyla was ironic,True
2796,2800,1,"@Imranj_ logic is an invention by the kuffar, everything makes perfect sense. () Like monkeys stoning she monkeys",train,"Inara tweeted: '@Imranj_ logic is an invention by the kuffar, everything makes perfect sense. () Like monkeys stoning she monkeys'",Inara was ironic,True
2797,2801,1,"Just a hunch here,but I think Steven Gerrard is leaving,possibly going to the MLS  #hesnodeed",train,"Rylan tweeted: 'Just a hunch here,but I think Steven Gerrard is leaving,possibly going to the MLS  #hesnodeed'",Rylan was ironic,True
2798,2802,0,"@deepgreendesign Well since he's basically an employee of the oil & gas sector, it would make sense that he operates this way.",train,"Lochlyn tweeted: '@deepgreendesign Well since he's basically an employee of the oil & gas sector, it would make sense that he operates this way.'",Lochlyn was ironic,False
2799,2803,0,Just hangin' with ma dawg #eyesup http://t.co/Uz9vbwCvZE,train,Alizon tweeted: 'Just hangin' with ma dawg #eyesup http://t.co/Uz9vbwCvZE',Alizon was ironic,False
2800,2804,1,Sitting around listening to sad music really helps the depression. ,train,Anthony tweeted: 'Sitting around listening to sad music really helps the depression. ',Anthony was ironic,True
2801,2805,1,Still awake sooo that's nice... ,train,Ellianna tweeted: 'Still awake sooo that's nice... ',Ellianna was ironic,True
2802,2806,1,"Watching the move 'Begin Again' and the verisimilitude is overpowering, it's like I'm back in the 90s music business again.  ",train,"Alexandra tweeted: 'Watching the move 'Begin Again' and the verisimilitude is overpowering, it's like I'm back in the 90s music business again.  '",Alexandra was ironic,True
2803,2807,1,I love my mom ,train,Tryson tweeted: 'I love my mom ',Tryson was ironic,True
2804,2808,0,Some people just don't listen..Ah well guess they'll learn the hard way,train,Cole tweeted: 'Some people just don't listen..Ah well guess they'll learn the hard way',Cole was ironic,False
2805,2809,0,can you imagine being in high school today with a delusional dad making a fool of himself on the internet @ThePanda19720,train,Jiya tweeted: 'can you imagine being in high school today with a delusional dad making a fool of himself on the internet @ThePanda19720',Jiya was ironic,False
2806,2810,0,@ATVIAssist it's finally open XD I used a youtube video to help me :) Thanks very much ;) http://t.co/gaZvpumBcD,train,Alana tweeted: '@ATVIAssist it's finally open XD I used a youtube video to help me :) Thanks very much ;) http://t.co/gaZvpumBcD',Alana was ironic,False
2807,2811,0,"The funky taste of chocolate with the Chunky Monkey all just in a cup .|| George of the Jungle,Cup and a Lick",train,"Jamiyah tweeted: 'The funky taste of chocolate with the Chunky Monkey all just in a cup .|| George of the Jungle,Cup and a Lick'",Jamiyah was ironic,False
2808,2812,1,"@_kaypro @bglassify Yes, fountain jumping sounds like a great January activity. ",train,"Mckenzee tweeted: '@_kaypro @bglassify Yes, fountain jumping sounds like a great January activity. '",Mckenzee was ironic,True
2809,2813,0,@FTVLive @tvagent I'm surprised my coanchor hasn't already nominated me for the worst list.,train,Destini tweeted: '@FTVLive @tvagent I'm surprised my coanchor hasn't already nominated me for the worst list.',Destini was ironic,False
2810,2814,1,Lol... That's real cute :unamused_face: ,train,Austin tweeted: 'Lol... That's real cute :unamused_face: ',Austin was ironic,True
2811,2815,1,of course the day that it's a monsoon outside i have classes on and off from 10 AM to 8 PM #ilovelife ,train,Leona tweeted: 'of course the day that it's a monsoon outside i have classes on and off from 10 AM to 8 PM #ilovelife ',Leona was ironic,True
2812,2816,0,Late night snuggles with my boy :purple_heart::two_hearts:,train,Robert tweeted: 'Late night snuggles with my boy :purple_heart::two_hearts:',Robert was ironic,False
2813,2817,0,I just want to eat pizza and be with my friends for the rest of my life,train,Khloie tweeted: 'I just want to eat pizza and be with my friends for the rest of my life',Khloie was ironic,False
2814,2818,0,I'm in love with the cocoa:teacup_without_handle:,train,Anjelah tweeted: 'I'm in love with the cocoa:teacup_without_handle:',Anjelah was ironic,False
2815,2819,0,"#Sagittarius know what they want, if they can have it, and they always keep on thinking bigger.""",train,"Mason tweeted: '#Sagittarius know what they want, if they can have it, and they always keep on thinking bigger.""'",Mason was ironic,False
2816,2820,0,"@lawsondath92 @GregorRoberts0n @coach_carts @Cressy_36 @tozer_ben Come on lads, you're fucking better than this shite you keep showing",train,"Jacob tweeted: '@lawsondath92 @GregorRoberts0n @coach_carts @Cressy_36 @tozer_ben Come on lads, you're fucking better than this shite you keep showing'",Jacob was ironic,False
2817,2821,0,I know that what I see |Is  what you see |What it is that I know feel and see is that the #time... http://t.co/iwMP39SjJ5,train,Daisy tweeted: 'I know that what I see |Is  what you see |What it is that I know feel and see is that the #time... http://t.co/iwMP39SjJ5',Daisy was ironic,False
2818,2822,1,@conorcoughlan_ Being doing projects for university all day! My life is sooooo interesting ,train,Josephine tweeted: '@conorcoughlan_ Being doing projects for university all day! My life is sooooo interesting ',Josephine was ironic,True
2819,2823,1,@DylanBraddy @chels_2325 real tough to whoop dungeys ass ,train,Lathan tweeted: '@DylanBraddy @chels_2325 real tough to whoop dungeys ass ',Lathan was ironic,True
2820,2824,0,"By @imjayded_ "":fire::fire::fire:@dipmag Gears up to release its next issue:soon_with_rightwards_arrow_above: 'Wifey Series' with #covermodels... http://t.co/DQrKfjmYvL",train,"Aaliyah tweeted: 'By @imjayded_ "":fire::fire::fire:@dipmag Gears up to release its next issue:soon_with_rightwards_arrow_above: 'Wifey Series' with #covermodels... http://t.co/DQrKfjmYvL'",Aaliyah was ironic,False
2821,2825,0,The power went out in Delano. #blackout in some parts.:white_smiling_face::party_popper: Still #HappyNewYear everyone. #besafe #goodnight,train,Maia tweeted: 'The power went out in Delano. #blackout in some parts.:white_smiling_face::party_popper: Still #HappyNewYear everyone. #besafe #goodnight',Maia was ironic,False
2822,2826,1,Why does sue give bonnie anxiety and stress pills ,train,Fredrick tweeted: 'Why does sue give bonnie anxiety and stress pills ',Fredrick was ironic,True
2823,2827,1,Now I've written down everything I need to know it seems a lot more manageable. ,train,Kaia tweeted: 'Now I've written down everything I need to know it seems a lot more manageable. ',Kaia was ironic,True
2824,2828,0,@FunnyIines: DONT SAY ANYTHING JUST RT https://t.co/UOIlyHPt6G @MikeyOrosz,train,Myles tweeted: '@FunnyIines: DONT SAY ANYTHING JUST RT https://t.co/UOIlyHPt6G @MikeyOrosz',Myles was ironic,False
2825,2829,1,Love it when I have a 10 minute wait on @Ticketmaster and as I reach no wait it knocks me back to 10 more minutes. Fantastic. ,train,Jason tweeted: 'Love it when I have a 10 minute wait on @Ticketmaster and as I reach no wait it knocks me back to 10 more minutes. Fantastic. ',Jason was ironic,True
2826,2830,1,Funny Annoying You Men's Tee http://t.co/bDSBZ93PCc Great for family reunions! #funny  #tees,train,Brandon tweeted: 'Funny Annoying You Men's Tee http://t.co/bDSBZ93PCc Great for family reunions! #funny  #tees',Brandon was ironic,True
2827,2831,1,@NewDay: .@JebBush considering a run for the @WhiteHouse: http://t.co/nq5JO2ZrQ6 #5Things http://t.co/HC74bNlZuT <shocking> <>,train,Colby tweeted: '@NewDay: .@JebBush considering a run for the @WhiteHouse: http://t.co/nq5JO2ZrQ6 #5Things http://t.co/HC74bNlZuT <shocking> <>',Colby was ironic,True
2828,2832,1,@TyQuorshaaa: Jackie Just Had the Best Joke I've Heard In Awhile| :face_with_tears_of_joy::weary_face::see-no-evil_monkey::see-no-evil_monkey::see-no-evil_monkey:,train,Eli tweeted: '@TyQuorshaaa: Jackie Just Had the Best Joke I've Heard In Awhile| :face_with_tears_of_joy::weary_face::see-no-evil_monkey::see-no-evil_monkey::see-no-evil_monkey:',Eli was ironic,True
2829,2833,1,"I before ""E"" except after ""C,"" right? What about in ""W-E-I-R-D?""  #Tshirt #RulesWereMadeToBeBroken? http://t.co/9CFGuU4Q17",train,"Talon tweeted: 'I before ""E"" except after ""C,"" right? What about in ""W-E-I-R-D?""  #Tshirt #RulesWereMadeToBeBroken? http://t.co/9CFGuU4Q17'",Talon was ironic,True
2830,2834,1,@AstroDWJust I was only clarifying for my LEGION of other followers.  #NotForTheIntellectuals #DrHandsomeDennis,train,Aelyn tweeted: '@AstroDWJust I was only clarifying for my LEGION of other followers.  #NotForTheIntellectuals #DrHandsomeDennis',Aelyn was ironic,True
2831,2835,1,Oh look at me! I'm making people happy! I'm a magical man from happy land! Who lives in a gumdrop house on lolly pop lane! ||,train,Charvi tweeted: 'Oh look at me! I'm making people happy! I'm a magical man from happy land! Who lives in a gumdrop house on lolly pop lane! ||',Charvi was ironic,True
2832,2836,1,@quiksilverindia The only place where you don't wanna sit on the seat that you earned. |#Dancing |#QuiksilverGoesSupersonic,train,Sanchez tweeted: '@quiksilverindia The only place where you don't wanna sit on the seat that you earned. |#Dancing |#QuiksilverGoesSupersonic',Sanchez was ironic,True
2833,2837,1,Those were some great last minute substitutions @TomCrean ,train,Juan tweeted: 'Those were some great last minute substitutions @TomCrean ',Juan was ironic,True
2834,2838,0,"My family might find a giant lump of Ice sitting where I'm sitting right now. Transformation is nigher, my fellows.",train,"William tweeted: 'My family might find a giant lump of Ice sitting where I'm sitting right now. Transformation is nigher, my fellows.'",William was ironic,False
2835,2839,0,"The ultimate ""How to"" book..... http://t.co/u8fdrrDUXz",train,"Gavin tweeted: 'The ultimate ""How to"" book..... http://t.co/u8fdrrDUXz'",Gavin was ironic,False
2836,2840,1,Women getting hit on by married managers at @ChickfilA cracks me up  #Hypocrites #practicewhatyoupreach,train,Lillyanne tweeted: 'Women getting hit on by married managers at @ChickfilA cracks me up  #Hypocrites #practicewhatyoupreach',Lillyanne was ironic,True
2837,2841,1,"Love how I came into work at 8 because Charlie said we were busy.... 3 people in 45 minutes,yeah we got this place packed Charlie. ",train,"Jamyah tweeted: 'Love how I came into work at 8 because Charlie said we were busy.... 3 people in 45 minutes,yeah we got this place packed Charlie. '",Jamyah was ironic,True
2838,2842,1,@DrJaneChi: But what about white on white crime? It's like a ribbon in the sky...non-existent. ,train,Otis tweeted: '@DrJaneChi: But what about white on white crime? It's like a ribbon in the sky...non-existent. ',Otis was ironic,True
2839,2843,0,AAP said will declare AK candidate in last list but declared it before.This issue affecting India's GDP is termed as U-Turn by BJP #AK4Delhi,train,Hunter tweeted: 'AAP said will declare AK candidate in last list but declared it before.This issue affecting India's GDP is termed as U-Turn by BJP #AK4Delhi',Hunter was ironic,False
2840,2844,0,I am so happy that Thad (the Lead Multiplayer Designer for Hardline) followed me XD,train,Charles tweeted: 'I am so happy that Thad (the Lead Multiplayer Designer for Hardline) followed me XD',Charles was ironic,False
2841,2845,1,Aaaaaaand...I left my work computer at home. Now I have to go get it. #BestDayEver ,train,Kevin tweeted: 'Aaaaaaand...I left my work computer at home. Now I have to go get it. #BestDayEver ',Kevin was ironic,True
2842,2846,0,@LandODaFree It's no longer political.@BarackObama is setting the stage for all out race war.That is his only way he can succeed.,train,Caleb tweeted: '@LandODaFree It's no longer political.@BarackObama is setting the stage for all out race war.That is his only way he can succeed.',Caleb was ironic,False
2843,2847,0,"Salt n Peppa's Geico commercial is literally the best, ever. Only one that beats it is Hump Day.",train,"Nathan tweeted: 'Salt n Peppa's Geico commercial is literally the best, ever. Only one that beats it is Hump Day.'",Nathan was ironic,False
2844,2848,0,Today has been a blast,train,Noel tweeted: 'Today has been a blast',Noel was ironic,False
2845,2849,0,How does #bigdata and #analytics look compared to the #cynefin cause/effect decision framework? https://t.co/LHSXbg8tL4,train,Briar tweeted: 'How does #bigdata and #analytics look compared to the #cynefin cause/effect decision framework? https://t.co/LHSXbg8tL4',Briar was ironic,False
2846,2850,1,Smh. Yesterday I was losing my voice. Today woke up with a mean ass cough and a headache :unamused_face:Christmas could be any better ,train,Landon tweeted: 'Smh. Yesterday I was losing my voice. Today woke up with a mean ass cough and a headache :unamused_face:Christmas could be any better ',Landon was ironic,True
2847,2851,0,#All #And #For #Hot  #Rachel #style #fashion|Please RT: http://t.co/02eC8FzuGA http://t.co/6bFvvn4QZ8,train,Josephine tweeted: '#All #And #For #Hot  #Rachel #style #fashion|Please RT: http://t.co/02eC8FzuGA http://t.co/6bFvvn4QZ8',Josephine was ironic,False
2848,2852,1,Well that's me living till I'm 200yrs old!!! #sarci   #wit #low #constant http://t.co/8NzMFso9Do,train,Jaycie tweeted: 'Well that's me living till I'm 200yrs old!!! #sarci   #wit #low #constant http://t.co/8NzMFso9Do',Jaycie was ironic,True
2849,2853,0,#chattyman never fails to make me laugh @chattyman #1 talk show on TV! #loveit,train,Anahi tweeted: '#chattyman never fails to make me laugh @chattyman #1 talk show on TV! #loveit',Anahi was ironic,False
2850,2854,0,Women do some crazy ass shit just to be with a guy and the least they can do for her is break her heart!| all but some.,train,Jefferson tweeted: 'Women do some crazy ass shit just to be with a guy and the least they can do for her is break her heart!| all but some.',Jefferson was ironic,False
2851,2855,0,@GioneeIndia Latest album is Free The Universe #SupersonicWithGionee #Mumbai,train,Danae tweeted: '@GioneeIndia Latest album is Free The Universe #SupersonicWithGionee #Mumbai',Danae was ironic,False
2852,2856,1,"Time for the post Christmas car wash, yay!!!  #friesenfamilychristmas",train,"Charlotte tweeted: 'Time for the post Christmas car wash, yay!!!  #friesenfamilychristmas'",Charlotte was ironic,True
